OBJECTID,Proponent,Branch,Base,Facility,Airspace,Reason,State,FAA_ID,POC,Floor,Ceiling,County,Shape__Area,Shape__Length
853,DOD,AFGSC,F.E.Warren,F.E.Warren F-1,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren L-11,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,5.19733021064894e-06,0.00917999999990116
854,DOD,AFGSC,F.E.Warren,F.E.Warren H-2,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren M-1,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,LOGAN,6.68886059429497e-07,0.0032739999999194
855,DOD,AFGSC,F.E.Warren,F.E.Warren A-3,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren M-2,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,LOGAN,6.68886059429497e-07,0.0032739999999194
856,DOD,AFGSC,F.E.Warren,F.E.Warren D-11,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren M-3,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,LOGAN,6.68886968924198e-07,0.0032739999999194
857,DOD,AFGSC,F.E.Warren,F.E.Warren H-10,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren M-4,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,LOGAN,6.68886059429497e-07,0.00327400000003308
858,DOD,AFGSC,F.E.Warren,F.E.Warren H-11,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren M-5,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,LOGAN,6.68886059429497e-07,0.0032739999999194
859,DOD,AFGSC,F.E.Warren,F.E.Warren F-2,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren M-6,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,LOGAN,6.68886059429497e-07,0.0032739999999194
860,DOD,AFGSC,F.E.Warren,F.E.Warren F-11,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren M-7,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.68886059429497e-07,0.0032739999999194
861,DOD,AFGSC,F.E.Warren,F.E.Warren A-2,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren M-8,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,LOGAN,6.68886059429497e-07,0.00327400000003308
862,DOD,AFGSC,F.E.Warren,F.E.Warren A-11,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren M-9,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.68886059429497e-07,0.00327400000003308
863,DOD,AFGSC,F.E.Warren,F.E.Warren B-6,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren M-10,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.68886059429497e-07,0.0032739999999194
864,DOD,AFGSC,F.E.Warren,F.E.Warren D-2,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren M-11,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,LOGAN,6.69738255965058e-07,0.00327600000002803
865,DOD,AFGSC,F.E.Warren,F.E.Warren D-3,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren N-1,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.69736436975654e-07,0.00327600000002803
866,DOD,AFGSC,F.E.Warren,F.E.Warren B-7,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren N-2,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.69737346470356e-07,0.00327600000002803
867,DOD,AFGSC,F.E.Warren,F.E.Warren C-6,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren N-3,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.69800101604778e-07,0.00327600000002803
868,DOD,AFGSC,F.E.Warren,F.E.Warren B-5,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren N-4,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.69800101604778e-07,0.00327600000002803
869,DOD,AFGSC,F.E.Warren,F.E.Warren C-7,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren N-5,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.69800101604778e-07,0.00327600000002803
870,DOD,AFGSC,F.E.Warren,F.E.Warren C-9,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren N-6,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.69800101604778e-07,0.00327600000002803
871,DOD,AFGSC,F.E.Warren,F.E.Warren B-8,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren N-7,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.69800101604778e-07,0.00327600000002803
872,DOD,AFGSC,F.E.Warren,F.E.Warren C-5,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren N-8,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.69800101604778e-07,0.00327600000002803
873,DOD,AFGSC,F.E.Warren,F.E.Warren B-1,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren N-9,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,5.20951380167389e-06,0.00919199999998455
874,DOD,AFGSC,F.E.Warren,F.E.Warren C-8,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren N-10,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.6980101109948e-07,0.00327600000002803
875,DOD,AFGSC,F.E.Warren,F.E.Warren B-4,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren N-11,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.69800101604778e-07,0.00327600000002803
876,DOD,AFGSC,F.E.Warren,F.E.Warren C-1,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren O-1,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,5.21560741617577e-06,0.0091979999999694
877,DOD,AFGSC,F.E.Warren,F.E.Warren C-10,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren O-2,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.70649569656234e-07,0.00327800000002298
878,DOD,AFGSC,F.E.Warren,F.E.Warren C-4,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren O-3,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.70649569656234e-07,0.00327800000002298
879,DOD,AFGSC,F.E.Warren,F.E.Warren B-10,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren O-4,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.70649569656234e-07,0.00327800000002298
880,DOD,AFGSC,F.E.Warren,F.E.Warren B-11,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren O-5,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.70649569656234e-07,0.00327800000013667
881,DOD,AFGSC,F.E.Warren,F.E.Warren B-3,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren O-6,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.70650479150936e-07,0.0032779999999093
882,DOD,AFGSC,F.E.Warren,F.E.Warren B-2,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren O-7,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.70649569656234e-07,0.00327800000002298
883,DOD,AFGSC,F.E.Warren,F.E.Warren C-11,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren O-8,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.70649569656234e-07,0.00327800000013667
884,DOD,AFGSC,F.E.Warren,F.E.Warren C-3,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren O-9,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.71499947202392e-07,0.00328000000001794
885,DOD,AFGSC,F.E.Warren,F.E.Warren B-9,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren O-10,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.71499947202392e-07,0.00328000000013162
886,DOD,AFGSC,F.E.Warren,F.E.Warren C-2,CLASS G,NATIONAL SECURITY,CO,20170810-DOD-F.E.Warren-F.E.Warren O-11,"Primary and Emergency:Command Post, FE Warren: 307-773-3921",Surface,400' AGL,WELD,6.71499947202392e-07,0.00327999999990425
887,DOD,AFGSC,Malmstrom,Malmstrom K-7,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom A-1,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.56492988532409e-07,0.00370199999997567
888,DOD,AFGSC,Malmstrom,Malmstrom K-8,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom A-2,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.574115781812e-07,0.00370399999997062
889,DOD,AFGSC,Malmstrom,Malmstrom K-5,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom A-3,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.5833016782999e-07,0.00370599999996557
890,DOD,AFGSC,Malmstrom,Malmstrom K-6,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom A-4,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.58329258335289e-07,0.00370600000007926
891,DOD,AFGSC,Malmstrom,Malmstrom K-1,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom A-5,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,6.09511607763125e-06,0.010065999999938
892,DOD,AFGSC,Malmstrom,Malmstrom K-4,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom A-6,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.5833016782999e-07,0.00370599999996557
893,DOD,AFGSC,Malmstrom,Malmstrom K-9,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom A-7,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.59247847984079e-07,0.00370799999984683
894,DOD,AFGSC,Malmstrom,Malmstrom K-3,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom A-8,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.59247847984079e-07,0.00370800000007421
895,DOD,AFGSC,Malmstrom,Malmstrom K-2,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom A-9,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.6016643763287e-07,0.00370999999995547
896,DOD,AFGSC,Malmstrom,Malmstrom K-10,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom A-10,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.60165528138168e-07,0.00371000000006916
897,DOD,AFGSC,Malmstrom,Malmstrom L-5,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom A-11,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,CASCADE,8.60165528138168e-07,0.00370999999984178
898,DOD,AFGSC,Malmstrom,Malmstrom l-6,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom B-1,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.61084117786959e-07,0.00371200000006411
899,DOD,AFGSC,Malmstrom,Malmstrom K-11,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom B-2,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.61084117786959e-07,0.00371200000006411
900,DOD,AFGSC,Malmstrom,Malmstrom L-7,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom B-3,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.61085027281661e-07,0.00371200000006411
901,DOD,AFGSC,Malmstrom,Malmstrom L-4,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom B-4,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.61083208292257e-07,0.00371200000006411
902,DOD,AFGSC,Malmstrom,Malmstrom L-3,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom B-5,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.62000888446346e-07,0.00371400000005906
903,DOD,AFGSC,Malmstrom,Malmstrom L-8,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom B-6,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.62920387589838e-07,0.00371600000005401
904,DOD,AFGSC,Malmstrom,Malmstrom L-1,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom B-7,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,6.12352141615702e-06,0.010093999999981
905,DOD,AFGSC,Malmstrom,Malmstrom L-10,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom B-8,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.63838067743927e-07,0.00371799999993527
906,DOD,AFGSC,Malmstrom,Malmstrom L-2,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom B-9,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.64756657392718e-07,0.00372000000004391
907,DOD,AFGSC,Malmstrom,Malmstrom L-9,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom B-10,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.64755747898016e-07,0.00372000000004391
908,DOD,AFGSC,Malmstrom,Malmstrom L-11,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom B-11,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.65673428052105e-07,0.00372200000003886
909,DOD,AFGSC,Malmstrom,Malmstrom C-7,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom C-1,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.65674337546807e-07,0.00372200000003886
910,DOD,AFGSC,Malmstrom,Malmstrom M-6,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom C-2,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.65673428052105e-07,0.00372200000003886
911,DOD,AFGSC,Malmstrom,Malmstrom M-8,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom C-3,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.65674337546807e-07,0.00372200000003886
912,DOD,AFGSC,Malmstrom,Malmstrom N-5,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom C-4,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.65673428052105e-07,0.00372200000003886
913,DOD,AFGSC,Malmstrom,Malmstrom C-6,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom C-5,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.66591108206194e-07,0.00372400000003381
914,DOD,AFGSC,Malmstrom,Malmstrom M-7,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom C-6,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.67510607349686e-07,0.00372600000002876
915,DOD,AFGSC,Malmstrom,Malmstrom N-7,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom C-7,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.67509697854985e-07,0.00372599999991508
916,DOD,AFGSC,Malmstrom,Malmstrom C-8,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom C-8,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.67509697854985e-07,0.00372600000002876
917,DOD,AFGSC,Malmstrom,Malmstrom N-4,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom C-9,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.67509697854985e-07,0.00372600000002876
918,DOD,AFGSC,Malmstrom,Malmstrom N-8,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom C-10,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.67510607349686e-07,0.00372600000002876
919,DOD,AFGSC,Malmstrom,Malmstrom N-6,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom C-11,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,JUDITH BASIN,8.67510607349686e-07,0.00372600000002876
920,DOD,AFGSC,Malmstrom,Malmstrom M-1,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom D-1,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,6.16004490439082e-06,0.0101300000000037
921,DOD,AFGSC,Malmstrom,Malmstrom C-9,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom D-2,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.67509697854985e-07,0.00372600000002876
922,DOD,AFGSC,Malmstrom,Malmstrom M-9,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom D-3,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.67509697854985e-07,0.00372599999991508
923,DOD,AFGSC,Malmstrom,Malmstrom C-5,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom D-4,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.67509697854985e-07,0.00372600000002876
924,DOD,AFGSC,Malmstrom,Malmstrom A-5,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom D-5,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.67509697854985e-07,0.00372600000002876
925,DOD,AFGSC,Malmstrom,Malmstrom M-5,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom D-6,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.67510607349686e-07,0.00372600000002876
926,DOD,AFGSC,Malmstrom,Malmstrom N-1,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom D-7,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,6.16410216025542e-06,0.01013399999988
927,DOD,AFGSC,Malmstrom,Malmstrom A-6,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom D-8,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.67510607349686e-07,0.00372600000002876
928,DOD,AFGSC,Malmstrom,Malmstrom N-9,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom D-9,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.68427378009073e-07,0.00372800000002371
929,DOD,AFGSC,Malmstrom,Malmstrom C-10,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom D-10,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.68428287503775e-07,0.00372800000002371
930,DOD,AFGSC,Malmstrom,Malmstrom N-3,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom D-11,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.68427378009073e-07,0.00372800000002371
931,DOD,AFGSC,Malmstrom,Malmstrom N-10,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom E-1,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.69345967657864e-07,0.00373000000001866
932,DOD,AFGSC,Malmstrom,Malmstrom M-11,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom E-2,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.69345967657864e-07,0.00373000000001866
933,DOD,AFGSC,Malmstrom,Malmstrom C-1,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom E-3,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,6.16816032561474e-06,0.0101379999999835
934,DOD,AFGSC,Malmstrom,Malmstrom N-2,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom E-4,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.69345967657864e-07,0.00373000000001866
935,DOD,AFGSC,Malmstrom,Malmstrom C-4,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom E-5,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.69345967657864e-07,0.00373000000001866
936,DOD,AFGSC,Malmstrom,Malmstrom M-10,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom E-6,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.69345967657864e-07,0.00372999999990498
937,DOD,AFGSC,Malmstrom,Malmstrom M-4,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom E-7,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.69345967657864e-07,0.00372999999990498
938,DOD,AFGSC,Malmstrom,Malmstrom I-4,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom E-8,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.69345967657864e-07,0.00373000000001866
939,DOD,AFGSC,Malmstrom,Malmstrom B-6,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom E-9,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.69345967657864e-07,0.00372999999990498
940,DOD,AFGSC,Malmstrom,Malmstrom C-11,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom E-10,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.70263647811953e-07,0.00373199999989993
941,DOD,AFGSC,Malmstrom,Malmstrom A-7,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom E-11,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,FERGUS,8.70263647811953e-07,0.00373199999989993
942,DOD,AFGSC,Malmstrom,Malmstrom O-6,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom F-1,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,TETON,8.70263647811953e-07,0.00373199999989993
943,DOD,AFGSC,Malmstrom,Malmstrom N-11,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom F-2,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,TETON,8.70264557306655e-07,0.00373200000001361
944,DOD,AFGSC,Malmstrom,Malmstrom C-2,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom F-3,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,TETON,8.70264557306655e-07,0.00373200000001361
945,DOD,AFGSC,Malmstrom,Malmstrom A-8,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom F-4,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,TETON,8.70264557306655e-07,0.00373199999989993
946,DOD,AFGSC,Malmstrom,Malmstrom A-4,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom F-5,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,LEWIS AND CLARK,8.70262738317251e-07,0.00373199999989993
947,DOD,AFGSC,Malmstrom,Malmstrom C-3,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom F-6,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,LEWIS AND CLARK,8.70263647811953e-07,0.00373200000001361
948,DOD,AFGSC,Malmstrom,Malmstrom I-3,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom F-7,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,LEWIS AND CLARK,8.70264557306655e-07,0.00373200000001361
949,DOD,AFGSC,Malmstrom,Malmstrom M-3,CLASS G,NATIONAL SECURITY,MT,20170810-DOD-Malmstrom-Malmstrom F-8,"Primary and Emergency:Command Post, Malmstrom: 406-731-3801",Surface,400' AGL,TETON,8.70264557306655e-07,0.00373200000001361
